date,smap_sm,veg_water_content,esa_sm_percent,gpm_7day_accum_mm,gpm_7day_max_mm,ksat_log10cm/hr,glc_lat,glc_lon,landslide_id,landslide_category,landslide_trigger,landslide_size,gpm_7day_accum_norm,imerg_7day_accum_mm,imerg_7day_max_mm
2015-04-09 00:00:00.000000,0.20594214,3.0342386,,,,1.000612735748291,33.4418,-117.6454,7164,landslide,rain,small,,,
2015-04-09 00:00:00.000000,0.20594214,3.0342386,,,,1.000612735748291,33.4418,-117.6454,7166,landslide,rain,small,,,
2015-06-12 16:50:00.000000,0.10019745,1.7061003,0.5113199949264526,7.061603385955095,2.1351099014282227,0.45275771617889404,35.1433,-118.4688,6959,mudslide,downpour,small,1.2751033663019447,,
2015-07-01 15:00:00.000000,0.21942188,6.8661613,68.29146575927734,9.907127608079463,3.7071409225463867,0.9321309328079224,38.6987,-119.7712,7088,mudslide,downpour,small,1.3039725162909352,,
2015-07-18 15:20:00.000000,0.094345175,3.3540273,25.834671020507812,28.16133689880371,28.16133689880371,0.9321309328079224,34.1036,-116.9702,7240,rock_fall,downpour,small,1.0,,
2015-07-18 18:00:00.000000,0.08715972,1.8645968,15.239492416381836,1.89202821534127,1.7591828107833862,0.45275771617889404,34.818,-118.8953,7236,mudslide,downpour,medium,1.0258438512454546,,
2015-07-19 00:00:00.000000,0.08649715,1.5772482,87.84590911865234,28.565232276916504,19.330604553222656,0.9321309328079224,33.0742,-116.9029,7229,landslide,downpour,small,1.1341279044422163,,
2015-07-19 00:00:00.000000,0.091740556,1.590789,87.84590911865234,21.088977813720703,17.458650588989258,1.000612735748291,33.05,-116.836,7232,landslide,downpour,small,1.0022771129827845,,
2015-07-19 00:00:00.000000,0.19703414,1.590789,49.02593231201172,30.411315441131592,25.048297882080078,1.000612735748291,33.098,-116.6468,7230,landslide,downpour,small,1.0368113497479317,,
2015-07-19 00:00:00.000000,0.19703414,1.590789,49.02593231201172,30.199100494384766,22.693696975708008,1.000612735748291,33.0681,-116.7469,7231,landslide,downpour,small,1.2883152680884318,,
2015-07-19 00:00:00.000000,0.0951546,2.377328,72.87998962402344,58.3542537689209,32.944828033447266,0.17883014678955078,33.9805,-117.2564,7348,debris_flow,downpour,medium,1.1070200428763213,,
2015-07-19 00:00:00.000000,,2.0024827,43.26017379760742,45.973137855529785,31.273845672607422,1.4799860715866089,32.7738,-117.1282,7228,rock_fall,downpour,small,1.1076411100416808,,
2015-07-19 00:00:00.000000,0.16428049,0.0899452,10.576194763183594,28.786519169807434,28.328710556030273,1.343022346496582,33.712,-115.3871,7233,landslide,downpour,medium,1.003596479613895,,
2015-07-20 00:00:00.000000,0.31503856,1.6213397,54.6916389465332,31.41958306171,15.568766593933105,0.9321309328079224,35.0629,-118.6257,7252,mudslide,continuous_rain,medium,1.1294555297579858,,
2015-07-20 23:00:00.000000,,2.7718134,,14.929408073425293,11.245606422424316,1.4115042686462402,34.0395,-118.5824,7250,rock_fall,continuous_rain,small,2.409059535662017,,
2015-07-21 00:00:00.000000,0.10315386,2.4926062,21.4600830078125,6.1271111369133,2.894705057144165,0.7951671481132507,39.9213,-120.0177,7255,mudslide,continuous_rain,small,1.2918219444408525,,
2015-07-21 18:00:00.000000,0.29771087,10.1658745,69.30647277832031,12.586625337600708,12.428756713867188,0.9321309328079224,37.6603,-119.8577,7254,mudslide,downpour,small,1.0877277286129714,,
2015-07-23 00:00:00.000000,0.31825772,2.7850666,93.89752960205078,45.67709255218506,16.953121185302734,0.9321309328079224,34.3618,-117.8098,7272,landslide,continuous_rain,small,1.0449658185268704,,
2015-09-15 09:00:00.000000,0.13013762,1.9838287,50.22663879394531,2.8822304904460907,1.1841081380844116,1.4799860715866089,33.7474,-117.5834,8119,mudslide,downpour,small,,,
2015-09-15 09:00:00.000000,0.13013762,1.9838287,50.22663879394531,2.8822304904460907,1.1841081380844116,1.4799860715866089,33.7474,-117.5833,8121,mudslide,downpour,small,1.5084100108525085,,
2015-10-04 23:00:00.000000,0.12826043,4.059298,36.66996765136719,,,1.000612735748291,33.5006,-117.7431,8596,mudslide,rain,medium,1.1731270916783905,0.0,0.0
2015-10-15 00:00:00.000000,0.11309031,1.5799524,8.094910621643066,16.167297899723053,15.314241409301758,0.9321309328079224,35.1792,-118.4825,9614,debris_flow,downpour,medium,1.0750114582792667,27.126045552140003,7.6099997
2015-10-16 00:00:00.000000,0.33691028,1.3340455,44.695396423339844,6.353837206959724,6.181454658508301,0.3842758238315582,34.5784,-118.5561,8742,mudslide,flooding,large,1.4830240334967153,17.315803767200002,5.7
2015-10-16 00:00:00.000000,0.33691028,1.3340455,42.067832946777344,6.497166275978088,6.282486438751221,0.45275771617889404,34.5587,-118.4938,8741,mudslide,flooding,large,1.3898337815515145,17.940422797300002,5.62
2015-10-16 00:00:00.000000,0.3399208,1.1863648,42.067832946777344,10.877472160384059,10.560391426086426,0.45275771617889404,34.6685,-118.4041,8743,mudslide,flooding,large,1.510806488425939,24.3541458173,5.41
2015-11-03 19:00:00.000000,0.12723745,1.8851987,64.97412872314453,0.8588395304977894,0.8297019004821777,1.000612735748291,33.8453,-116.8176,8896,landslide,downpour,medium,1.186941565358213,3.5062404359999997,1.7570658
2015-11-08 00:00:00.000000,0.6352594,14.551432,,15.387161141261458,13.876967430114746,0.45275771617889404,41.3842,-124.0682,8925,landslide,rain,medium,1.9318094968080526,34.321639397300004,6.64
