date,smap_sm,veg_water_content,esa_sm_percent,gpm_7day_accum_mm,gpm_7day_max_mm,ksat_log10cm/hr,glc_lat,glc_lon,landslide_id,landslide_category,landslide_trigger,landslide_size,gpm_7day_accum_norm,imerg_7day_accum_mm,imerg_7day_max_mm
2015-05-28 17:30:00,0.2514658,7.388416,49.121402740478516,8.421007929369807,4.5265398025512695,1.4115042686462402,48.2452,-120.1105,6996,mudslide,downpour,medium,1.4933931100636302,,
2015-06-29 15:00:00,0.14072514,3.6348007,14.362252235412598,7.093167148530483,4.951236724853516,0.9321309328079224,47.6358,-120.1688,7041,mudslide,downpour,small,1.2133693097674008,,
2015-07-24 00:00:00,0.19112904,11.163223,34.75074005126953,,,0.3842758238315582,47.93,-120.5182,7785,rock_fall,downpour,small,1.2898249917678815,,
2015-07-24 00:00:00,0.19112904,11.163223,34.75074005126953,,,0.9321309328079224,47.9266,-120.5128,7786,debris_flow,downpour,small,1.3557440008655555,,
2015-10-10 15:00:00,0.55002064,9.105369,,38.079033732414246,15.054194450378418,0.9321309328079224,47.2671,-122.4471,7794,mudslide,downpour,small,1.3731224303088707,,
2015-11-13 00:00:00,0.43129408,12.34664,92.14756774902344,35.859196841716766,20.614898681640625,0.9321309328079224,47.5328,-122.073,8945,landslide,rain,large,,68.7648166836,2.5169673
2015-11-14 00:00:00,0.581128,11.237049,84.83705139160156,116.630396168679,65.78168487548828,1.000612735748291,47.1017,-122.6066,8946,mudslide,rain,medium,1.4301485400055796,233.13524961599998,15.86
2015-11-16 00:00:00,0.5631715,11.749456,99.8260498046875,59.09117305278778,25.640499114990234,0.45275771617889404,46.2128,-122.9199,7754,mudslide,rain,medium,1.524338535723901,116.97639628699999,3.721279
2015-11-17 00:00:00,,13.568095,,101.98539710044861,40.104000091552734,1.4799860715866089,47.717,-121.225,7755,mudslide,rain,medium,1.294258483084598,203.9707930317,18.4228
2015-11-17 00:00:00,0.5631715,11.749456,98.57307434082031,123.0282176733017,68.08879089355469,0.45275771617889404,46.2567,-122.889,8961,landslide,rain,medium,1.5630039591250882,237.73371777669996,10.12
2015-12-07 00:00:00,0.4286355,11.364209,86.00596618652344,175.7123962044716,91.6571273803711,0.45275771617889404,45.6062,-122.4161,8997,landslide,downpour,small,3.6920016277735854,,
2015-12-07 09:00:00,0.12506603,6.362175,,52.205801010131836,20.155000686645508,0.9321309328079224,46.749,-120.7902,7756,rock_fall,rain,small,1.5181992994234035,,
2015-12-07 18:00:00,0.50091404,8.976968,,155.73827062547207,70.2615737915039,0.9321309328079224,47.7339,-122.3746,7757,mudslide,rain,medium,1.7241568013318194,336.8129043459,13.17
2015-12-08 00:00:00,0.5705101,13.935637,86.0271224975586,272.5450744628906,92.35224151611328,0.45275771617889404,47.5871,-121.9257,7759,mudslide,rain,small,1.195555662067663,,
2015-12-08 00:00:00,0.51532394,10.362759,,172.23501253128052,69.9593505859375,0.9321309328079224,47.87110995,-122.32880593,9005,landslide,downpour,medium,3.7045293250406957,327.19307214505,12.968328
2015-12-08 00:00:00,0.63215387,12.695249,76.59660339355469,258.7505462169647,97.08721160888672,0.45275771617889404,46.0472,-122.8382,7858,mudslide,rain,small,2.578563488787571,,
2015-12-08 15:00:00,0.37745667,13.478047,,167.74479699134827,72.58777618408203,1.000612735748291,47.7471,-121.0968,9009,mudslide,downpour,medium,1.3627113703220382,332.94305954152003,21.91
2015-12-08 23:00:00,0.58500266,8.004109,,277.30029678344727,111.0274887084961,0.45275771617889404,47.488,-122.3633,7760,landslide,rain,medium,1.2578351342250231,530.19815655383,22.74
2015-12-09 00:00:00,0.5227989,8.004109,,323.94624519348145,111.0274887084961,0.9321309328079224,47.4895,-122.3635,9011,landslide,flooding,small,1.3926788369402774,,
2015-12-09 00:00:00,0.3951523,11.308048,,64.3697988986969,23.749799728393555,0.9321309328079224,46.647,-121.171,9015,debris_flow,flooding,medium,1.3430019710600234,128.739597132,8.5208
2015-12-09 00:00:00,0.3951523,11.75878,,64.3697988986969,23.749799728393555,1.000612735748291,46.6437,-121.1875,9033,rock_fall,flooding,medium,1.2605044510095826,128.739597132,8.5208
2015-12-09 00:00:00,0.4451117,11.47502,,57.22679543495178,18.114398956298828,0.3842758238315582,47.5881,-120.6271,9014,mudslide,flooding,medium,,114.4535972313,5.9291997
2015-12-09 00:00:00,0.5571361,10.011802,95.03751373291016,295.0095157623291,98.57511138916016,0.45275771617889404,45.7326,-122.6573,9013,rock_fall,flooding,medium,1.2930616013441463,583.482541837,16.9
2015-12-09 00:00:00,0.50091404,10.823584,99.94337463378906,266.81106901168823,72.98167419433594,0.45275771617889404,47.7124,-122.1839,9018,unknown,rain,medium,1.5630039591250882,486.24454397290003,14.38
2015-12-09 00:00:00,0.50091404,10.823584,99.94337463378906,266.81106901168823,72.98167419433594,0.45275771617889404,47.7124,-122.1839,9016,mudslide,rain,medium,1.28730505044517,486.24454397290003,14.38
2015-12-09 00:00:00,0.4451117,11.47502,,57.22679543495178,18.114398956298828,0.45275771617889404,47.5857,-120.682,7856,mudslide,rain,medium,1.4606595010374874,114.4535972313,5.9291997
2015-12-09 15:00:00,0.6311583,12.42201,97.4676513671875,373.1393299102783,152.3771209716797,0.45275771617889404,45.942,-122.7759,7762,mudslide,rain,medium,1.2651868626100211,751.1071381145,20.68
2015-12-13 00:00:00,0.61772954,11.197423,,166.96986279636621,58.261016845703125,1.000612735748291,47.8146,-122.4974,9069,landslide,rain,small,1.0988415317363227,,
2015-12-14 23:00:00,0.6011656,11.344529,97.12332153320312,227.6180398464203,88.22555541992188,0.45275771617889404,45.6028,-122.4371,9061,mudslide,continuous_rain,medium,1.4527643054380186,444.09983516779994,20.029999
2015-12-15 23:00:00,0.63215387,12.676306,100.0,246.00736555457115,133.3098602294922,0.45275771617889404,46.01,-122.8422,9064,landslide,downpour,medium,1.2468038239870949,462.8504587764,24.73
2016-01-07 15:00:00,0.582569,10.11853,62.10450744628906,3.2453609704971313,1.8592904806137085,,48.7583,-122.4967,9187,mudslide,rain,medium,1.272855008954924,6.905364283000001,0.9238755
2016-01-21 09:00:00,0.61152536,11.153702,,127.62480509281158,74.03849029541016,2.096323251724243,47.6024,-122.4998,7855,mudslide,downpour,small,1.5730710243378236,,
2016-01-21 09:20:00,0.50568336,10.386174,,107.93002951145172,55.754486083984375,0.45275771617889404,47.8603,-122.3348,7854,mudslide,rain,small,1.5730710243378236,,
2016-01-21 09:20:00,0.50568336,10.143199,,100.45502743124962,44.08314514160156,0.9321309328079224,47.7651,-122.3856,9237,mudslide,rain,medium,1.4978170452405664,206.83731093300003,11.74
2016-01-28 00:00:00,0.6509348,12.90031,,95.07416029274464,66.61271667480469,0.8636490702629089,48.1136,-123.3754,9262,landslide,continuous_rain,small,1.2029638180815425,,
2016-03-28 09:00:00,0.5911599,10.284263,,16.01782512385398,10.383545875549316,0.9321309328079224,47.91,-122.3209,7833,landslide,downpour,small,1.341386412168587,,
2016-05-21 00:00:00,0.25419638,2.3281288,69.81800079345703,15.725192993879318,10.801375389099121,0.45275771617889404,46.2149,-119.1444,7712,landslide,downpour,small,1.4978170452405664,,
2016-07-19 00:00:00,0.20628028,2.6496894,14.104829788208008,15.193751707673073,8.52174186706543,0.3157939314842224,47.8311,-119.9011,9072,mudslide,downpour,medium,2.329815911990339,30.40996391736,6.83
2016-07-19 15:00:00,0.20198937,3.4675179,14.104829788208008,15.193751707673073,8.52174186706543,0.9321309328079224,47.8885,-119.9177,9070,mudslide,downpour,medium,1.195555662067663,30.40996391736,6.83
2016-10-15 00:00:00,0.37428054,7.08313,71.58485412597656,22.35446935892105,10.263749122619629,0.45275771617889404,47.919,-120.2137,9610,mudslide,rain,medium,1.1350035054337573,48.9161244321,5.715037
2016-10-18 09:00:00,0.44454682,10.086871,,195.60571317374706,73.19413757324219,0.9321309328079224,47.267,-122.2625,9640,mudslide,rain,small,2.062243425014807,,
2016-11-01 12:00:00,0.59177744,9.105706,,73.21156640350819,31.275043487548828,0.45275771617889404,47.290915,-122.409942,10625,landslide,rain,small,1.5800878721939,,
2016-11-28 00:00:00,0.5367207,10.88297,,80.83501100540161,21.0533504486084,0.45275771617889404,47.802118,-122.39457,10598,mudslide,rain,medium,1.9165684405187589,166.95756699681033,5.3199997
2017-01-18 04:00:00,0.3128045,12.795123,23.979764938354492,55.27639725804329,16.06079864501953,0.45275771617889404,46.45955095,-122.75081855,10555,landslide,downpour,small,1.4007576195202416,,
2017-01-19 00:00:00,0.668288,14.150536,85.14372253417969,199.35036803781986,114.5598373413086,0.45275771617889404,48.06938284,-123.77395349,10636,rock_fall,rain,small,2.010914400979989,,
2017-01-19 23:00:00,0.58500266,9.990261,,40.50394577533007,29.58003044128418,0.9321309328079224,47.52013049,-122.387218,10611,mudslide,rain,medium,2.1867701588541686,82.0169380009,13.759999
