date,gpm_precip_mm,landslide_id,smap_sm,esa_vol,gpm_7day_accum_mm,days-to-landslide,imerg_precip_mm
2015-08-29,7.145265579223633,7912,0.28562233,26.420482635498047,175.2790510058403,7,
2015-08-28,0.5652235150337219,7912,,,174.9519805908203,6,
2015-08-27,0.0010861363261938095,7912,,31.506885528564453,160.90529251098633,5,
2015-08-26,0.004999999888241291,7912,0.21350041,20.557872772216797,135.67856788635254,4,
2015-08-25,0.0,7912,,17.89072036743164,127.12282180786133,3,
2015-08-24,0.0,7912,0.25722697,21.643634796142578,112.04505920410156,2,
2015-08-23,0.0,7912,0.23262176,,97.10009002685547,1,
2015-11-16,4.6396002769470215,7753,0.5241697,56.66336441040039,11.28137019649148,7,0.055549446
2015-11-15,4.571670055389404,7753,,68.77008056640625,11.233019970357418,6,0.5006707579
2015-11-14,7.539168834686279,7753,0.59256357,98.97356414794922,3.1759883388876915,5,3.701318224
2015-11-13,22.567161560058594,7753,,61.73341369628906,2.4259504303336143,4,40.986941665
2015-11-12,2.2756009101867676,7753,0.5836756,53.00862121582031,2.3108165860176086,3,14.5860002826
2015-11-11,0.3919978737831116,7753,0.46415782,40.42310333251953,0.2697959542274475,2,12.356326145
2015-11-10,0.0,7753,,,0.09941069781780243,1,5.070801935
2015-12-02,15.971104621887207,9004,,61.633705139160156,41.98519951105118,7,
2015-12-01,0.44466251134872437,9004,,21.148908615112305,41.98519951105118,6,
2015-11-30,0.0,9004,0.291364,0.0,41.593201637268066,5,
2015-11-29,0.0,9004,,13.073237419128418,39.3176007270813,4,
2015-11-28,0.0,9004,0.3401756,27.439617156982422,16.750439167022705,3,
2015-11-27,0.0,9004,0.30855846,16.302288055419922,9.211270332336426,2,
2015-11-26,0.0,9004,,18.494291305541992,4.6396002769470215,1,
2015-12-07,92.27021789550781,8993,,90.99197387695312,172.337563931942,7,0.77
2015-12-06,10.484911918640137,8993,0.38840497,93.01614379882812,171.89290142059326,6,39.14883832
2015-12-05,15.788455963134766,8993,0.46795678,75.2199478149414,155.92179679870605,5,50.60829589
2015-12-04,9.350314140319824,8993,,81.06800842285156,127.89389991760254,4,27.340114625000002
2015-12-03,28.027896881103516,8993,0.40778512,71.17350769042969,118.54358577728271,3,30.902498780000002
2015-12-02,15.971104621887207,8993,,64.83134460449219,102.75512981414795,2,22.2362847977
2015-12-01,0.44466251134872437,8993,,29.172870635986328,92.27021789550781,1,233.125965454
2015-12-07,97.10009002685547,7381,,86.8397216796875,363.3475008010864,7,
2015-12-06,14.944969177246094,7381,0.3704542,91.32586669921875,339.4353857040405,6,
2015-12-05,15.077762603759766,7381,0.4160067,70.8830795288086,333.0138282775879,5,
2015-12-04,8.555746078491211,7381,,86.31623077392578,314.44931411743164,4,
2015-12-03,25.22672462463379,7381,0.38334405,69.34506225585938,287.8714141845703,3,
2015-12-02,14.046688079833984,7381,,61.49915313720703,149.19686889648438,2,
2015-12-01,0.327070415019989,7381,,27.57120704650879,89.63166046142578,1,
2015-12-07,97.1148681640625,8990,,72.42581176757812,185.11409735679626,7,
2015-12-06,18.889446258544922,8990,0.43884757,58.481971740722656,185.11409735679626,6,
2015-12-05,1.5584707260131836,8990,0.5158248,,175.5340974330902,5,
2015-12-04,13.22077751159668,8990,,73.33100891113281,100.96350264549255,4,
2015-12-03,5.123402118682861,8990,0.33198202,67.049072265625,83.47410368919373,3,
2015-12-02,12.828790664672852,8990,,41.096588134765625,80.62410354614258,2,
2015-12-01,0.0,8990,,31.580907821655273,60.66419982910156,1,
2015-12-07,96.63250732421875,8992,,90.99197387695312,185.11409735679626,7,0.77
2015-12-06,11.08018970489502,8992,0.38840497,93.01614379882812,185.11409735679626,6,44.454889614
2015-12-05,15.163002967834473,8992,0.46795678,75.2199478149414,175.5340974330902,5,51.263130783
2015-12-04,11.177999496459961,8992,,81.06800842285156,100.96350264549255,4,23.1226137107
2015-12-03,27.057252883911133,8992,0.40778512,71.17350769042969,83.47410368919373,3,28.37814211
2015-12-02,18.408903121948242,8992,,64.83134460449219,80.62410354614258,2,24.802371752
2015-12-01,0.6837587952613831,8992,,29.172870635986328,60.66419982910156,1,258.53442683000003
2015-12-07,92.27021789550781,7758,,89.47200012207031,355.14476212859154,7,
2015-12-06,10.484911918640137,7758,0.36880165,89.58325958251953,308.3196850717068,6,
2015-12-05,15.788455963134766,7758,0.44774106,69.42102813720703,194.13384827971458,5,
2015-12-04,9.350314140319824,7758,,82.56548309326172,190.8780651986599,4,
2015-12-03,28.027896881103516,7758,0.35323894,62.775936126708984,190.81824254989624,3,
2015-12-02,15.971104621887207,7758,,61.633705139160156,185.2979507446289,2,
2015-12-01,0.44466251134872437,7758,,21.148908615112305,57.643333435058594,1,
2015-12-09,115.76925659179688,9021,,99.72285461425781,240.59372481703758,7,47.013803075
2015-12-08,53.692169189453125,9021,0.610427,84.12886047363281,202.65681609511375,6,18.2483716062
2015-12-07,95.41234588623047,9021,,88.70237731933594,172.2092452943325,5,18.595351108
2015-12-06,11.224637985229492,9021,0.5937687,93.27552795410156,169.67082151770592,4,21.717331314
2015-12-05,10.241497039794922,9021,0.6074565,77.43999481201172,169.34705448150635,3,244.2286716
2015-12-04,4.007016658782959,9021,,76.10836791992188,167.81099700927734,2,101.625075967
2015-12-03,22.40132713317871,9021,0.463877,64.68125915527344,67.04312896728516,1,210.80100162
2015-12-09,27.60072135925293,9019,0.6405344,66.8441162109375,93.79420453601051,7,
2015-12-08,2.274186372756958,9019,0.59286314,,70.70191175036598,6,
